ID,HBO1,HHB1,HBO2,HHB2,Thickness,complete
43925,12.5,7.5,40,25,18,False
43926,12.5,7.5,40,25,20,False
43927,12.5,7.5,40,27,10,False
43928,12.5,7.5,40,27,12,False
43929,12.5,7.5,40,27,14,False
43930,12.5,7.5,40,27,16,False
43931,12.5,7.5,40,27,18,False
43932,12.5,7.5,40,27,20,False
43933,12.5,7.5,40,29,10,False
43934,12.5,7.5,40,29,12,False
43935,12.5,7.5,40,29,14,False
43936,12.5,7.5,40,29,16,False
43937,12.5,7.5,40,29,18,False
43938,12.5,7.5,40,29,20,False
43939,12.5,7.5,40,31,10,False
43940,12.5,7.5,40,31,12,False
43941,12.5,7.5,40,31,14,False
43942,12.5,7.5,40,31,16,False
43943,12.5,7.5,40,31,18,False
43944,12.5,7.5,40,31,20,False
43945,12.5,7.5,40,33,10,False
43946,12.5,7.5,40,33,12,False
43947,12.5,7.5,40,33,14,False
43948,12.5,7.5,40,33,16,False
43949,12.5,7.5,40,33,18,False
43950,12.5,7.5,40,33,20,False
43951,12.5,7.5,40,35,10,False
43952,12.5,7.5,40,35,12,False
43953,12.5,7.5,40,35,14,False
43954,12.5,7.5,40,35,16,False
43955,12.5,7.5,40,35,18,False
43956,12.5,7.5,40,35,20,False
43957,12.5,7.5,43,15,10,False
43958,12.5,7.5,43,15,12,False
43959,12.5,7.5,43,15,14,False
43960,12.5,7.5,43,15,16,False
43961,12.5,7.5,43,15,18,False
43962,12.5,7.5,43,15,20,False
43963,12.5,7.5,43,17,10,False
43964,12.5,7.5,43,17,12,False
43965,12.5,7.5,43,17,14,False
43966,12.5,7.5,43,17,16,False
43967,12.5,7.5,43,17,18,False
43968,12.5,7.5,43,17,20,False
43969,12.5,7.5,43,19,10,False
43970,12.5,7.5,43,19,12,False
43971,12.5,7.5,43,19,14,False
43972,12.5,7.5,43,19,16,False
43973,12.5,7.5,43,19,18,False
43974,12.5,7.5,43,19,20,False
43975,12.5,7.5,43,21,10,False
43976,12.5,7.5,43,21,12,False
43977,12.5,7.5,43,21,14,False
43978,12.5,7.5,43,21,16,False
43979,12.5,7.5,43,21,18,False
43980,12.5,7.5,43,21,20,False
43981,12.5,7.5,43,23,10,False
43982,12.5,7.5,43,23,12,False
43983,12.5,7.5,43,23,14,False
43984,12.5,7.5,43,23,16,False
43985,12.5,7.5,43,23,18,False
43986,12.5,7.5,43,23,20,False
43987,12.5,7.5,43,25,10,False
43988,12.5,7.5,43,25,12,False
43989,12.5,7.5,43,25,14,False
43990,12.5,7.5,43,25,16,False
43991,12.5,7.5,43,25,18,False
43992,12.5,7.5,43,25,20,False
43993,12.5,7.5,43,27,10,False
43994,12.5,7.5,43,27,12,False
43995,12.5,7.5,43,27,14,False
43996,12.5,7.5,43,27,16,False
43997,12.5,7.5,43,27,18,False
43998,12.5,7.5,43,27,20,False
43999,12.5,7.5,43,29,10,False
44000,12.5,7.5,43,29,12,False
44001,12.5,7.5,43,29,14,False
44002,12.5,7.5,43,29,16,False
44003,12.5,7.5,43,29,18,False
44004,12.5,7.5,43,29,20,False
44005,12.5,7.5,43,31,10,False
44006,12.5,7.5,43,31,12,False
44007,12.5,7.5,43,31,14,False
44008,12.5,7.5,43,31,16,False
44009,12.5,7.5,43,31,18,False
44010,12.5,7.5,43,31,20,False
44011,12.5,7.5,43,33,10,False
44012,12.5,7.5,43,33,12,False
44013,12.5,7.5,43,33,14,False
44014,12.5,7.5,43,33,16,False
44015,12.5,7.5,43,33,18,False
44016,12.5,7.5,43,33,20,False
44017,12.5,7.5,43,35,10,False
44018,12.5,7.5,43,35,12,False
44019,12.5,7.5,43,35,14,False
44020,12.5,7.5,43,35,16,False
44021,12.5,7.5,43,35,18,False
44022,12.5,7.5,43,35,20,False
44023,12.5,7.5,46,15,10,False
44024,12.5,7.5,46,15,12,False
44025,12.5,7.5,46,15,14,False
44026,12.5,7.5,46,15,16,False
44027,12.5,7.5,46,15,18,False
44028,12.5,7.5,46,15,20,False
44029,12.5,7.5,46,17,10,False
44030,12.5,7.5,46,17,12,False
44031,12.5,7.5,46,17,14,False
44032,12.5,7.5,46,17,16,False
44033,12.5,7.5,46,17,18,False
44034,12.5,7.5,46,17,20,False
44035,12.5,7.5,46,19,10,False
44036,12.5,7.5,46,19,12,False
44037,12.5,7.5,46,19,14,False
44038,12.5,7.5,46,19,16,False
44039,12.5,7.5,46,19,18,False
44040,12.5,7.5,46,19,20,False
44041,12.5,7.5,46,21,10,False
44042,12.5,7.5,46,21,12,False
44043,12.5,7.5,46,21,14,False
44044,12.5,7.5,46,21,16,False
44045,12.5,7.5,46,21,18,False
44046,12.5,7.5,46,21,20,False
44047,12.5,7.5,46,23,10,False
44048,12.5,7.5,46,23,12,False
44049,12.5,7.5,46,23,14,False
44050,12.5,7.5,46,23,16,False
44051,12.5,7.5,46,23,18,False
44052,12.5,7.5,46,23,20,False
44053,12.5,7.5,46,25,10,False
44054,12.5,7.5,46,25,12,False
44055,12.5,7.5,46,25,14,False
44056,12.5,7.5,46,25,16,False
44057,12.5,7.5,46,25,18,False
44058,12.5,7.5,46,25,20,False
44059,12.5,7.5,46,27,10,False
44060,12.5,7.5,46,27,12,False
44061,12.5,7.5,46,27,14,False
44062,12.5,7.5,46,27,16,False
44063,12.5,7.5,46,27,18,False
44064,12.5,7.5,46,27,20,False
44065,12.5,7.5,46,29,10,False
44066,12.5,7.5,46,29,12,False
44067,12.5,7.5,46,29,14,False
44068,12.5,7.5,46,29,16,False
44069,12.5,7.5,46,29,18,False
44070,12.5,7.5,46,29,20,False
44071,12.5,7.5,46,31,10,False
44072,12.5,7.5,46,31,12,False
44073,12.5,7.5,46,31,14,False
44074,12.5,7.5,46,31,16,False
44075,12.5,7.5,46,31,18,False
44076,12.5,7.5,46,31,20,False
44077,12.5,7.5,46,33,10,False
44078,12.5,7.5,46,33,12,False
44079,12.5,7.5,46,33,14,False
44080,12.5,7.5,46,33,16,False
44081,12.5,7.5,46,33,18,False
44082,12.5,7.5,46,33,20,False
44083,12.5,7.5,46,35,10,False
44084,12.5,7.5,46,35,12,False
44085,12.5,7.5,46,35,14,False
44086,12.5,7.5,46,35,16,False
44087,12.5,7.5,46,35,18,False
44088,12.5,7.5,46,35,20,False
44089,12.5,7.5,49,15,10,False
44090,12.5,7.5,49,15,12,False
44091,12.5,7.5,49,15,14,False
44092,12.5,7.5,49,15,16,False
44093,12.5,7.5,49,15,18,False
44094,12.5,7.5,49,15,20,False
44095,12.5,7.5,49,17,10,False
44096,12.5,7.5,49,17,12,False
44097,12.5,7.5,49,17,14,False
44098,12.5,7.5,49,17,16,False
44099,12.5,7.5,49,17,18,False
44100,12.5,7.5,49,17,20,False
44101,12.5,7.5,49,19,10,False
44102,12.5,7.5,49,19,12,False
44103,12.5,7.5,49,19,14,False
44104,12.5,7.5,49,19,16,False
44105,12.5,7.5,49,19,18,False
44106,12.5,7.5,49,19,20,False
44107,12.5,7.5,49,21,10,False
44108,12.5,7.5,49,21,12,False
44109,12.5,7.5,49,21,14,False
44110,12.5,7.5,49,21,16,False
44111,12.5,7.5,49,21,18,False
44112,12.5,7.5,49,21,20,False
44113,12.5,7.5,49,23,10,False
44114,12.5,7.5,49,23,12,False
44115,12.5,7.5,49,23,14,False
44116,12.5,7.5,49,23,16,False
44117,12.5,7.5,49,23,18,False
44118,12.5,7.5,49,23,20,False
44119,12.5,7.5,49,25,10,False
44120,12.5,7.5,49,25,12,False
44121,12.5,7.5,49,25,14,False
44122,12.5,7.5,49,25,16,False
44123,12.5,7.5,49,25,18,False
44124,12.5,7.5,49,25,20,False
44125,12.5,7.5,49,27,10,False
44126,12.5,7.5,49,27,12,False
44127,12.5,7.5,49,27,14,False
44128,12.5,7.5,49,27,16,False
44129,12.5,7.5,49,27,18,False
44130,12.5,7.5,49,27,20,False
44131,12.5,7.5,49,29,10,False
44132,12.5,7.5,49,29,12,False
44133,12.5,7.5,49,29,14,False
44134,12.5,7.5,49,29,16,False
44135,12.5,7.5,49,29,18,False
44136,12.5,7.5,49,29,20,False
44137,12.5,7.5,49,31,10,False
44138,12.5,7.5,49,31,12,False
44139,12.5,7.5,49,31,14,False
44140,12.5,7.5,49,31,16,False
44141,12.5,7.5,49,31,18,False
44142,12.5,7.5,49,31,20,False
44143,12.5,7.5,49,33,10,False
44144,12.5,7.5,49,33,12,False
44145,12.5,7.5,49,33,14,False
44146,12.5,7.5,49,33,16,False
44147,12.5,7.5,49,33,18,False
44148,12.5,7.5,49,33,20,False
44149,12.5,7.5,49,35,10,False
44150,12.5,7.5,49,35,12,False
44151,12.5,7.5,49,35,14,False
44152,12.5,7.5,49,35,16,False
44153,12.5,7.5,49,35,18,False
44154,12.5,7.5,49,35,20,False
44155,12.5,7.5,52,15,10,False
44156,12.5,7.5,52,15,12,False
44157,12.5,7.5,52,15,14,False
44158,12.5,7.5,52,15,16,False
44159,12.5,7.5,52,15,18,False
44160,12.5,7.5,52,15,20,False
44161,12.5,7.5,52,17,10,False
44162,12.5,7.5,52,17,12,False
44163,12.5,7.5,52,17,14,False
44164,12.5,7.5,52,17,16,False
44165,12.5,7.5,52,17,18,False
44166,12.5,7.5,52,17,20,False
44167,12.5,7.5,52,19,10,False
44168,12.5,7.5,52,19,12,False
44169,12.5,7.5,52,19,14,False
44170,12.5,7.5,52,19,16,False
44171,12.5,7.5,52,19,18,False
44172,12.5,7.5,52,19,20,False
44173,12.5,7.5,52,21,10,False
44174,12.5,7.5,52,21,12,False
44175,12.5,7.5,52,21,14,False
44176,12.5,7.5,52,21,16,False
44177,12.5,7.5,52,21,18,False
44178,12.5,7.5,52,21,20,False
44179,12.5,7.5,52,23,10,False
44180,12.5,7.5,52,23,12,False
44181,12.5,7.5,52,23,14,False
44182,12.5,7.5,52,23,16,False
44183,12.5,7.5,52,23,18,False
44184,12.5,7.5,52,23,20,False
44185,12.5,7.5,52,25,10,False
44186,12.5,7.5,52,25,12,False
44187,12.5,7.5,52,25,14,False
44188,12.5,7.5,52,25,16,False
44189,12.5,7.5,52,25,18,False
44190,12.5,7.5,52,25,20,False
