ID,HBO1,HHB1,HBO2,HHB2,Thickness,complete
21963,8.0,10.5,31,31,14,False
21964,8.0,10.5,31,31,16,False
21965,8.0,10.5,31,31,18,False
21966,8.0,10.5,31,31,20,False
21967,8.0,10.5,31,33,10,False
21968,8.0,10.5,31,33,12,False
21969,8.0,10.5,31,33,14,False
21970,8.0,10.5,31,33,16,False
21971,8.0,10.5,31,33,18,False
21972,8.0,10.5,31,33,20,False
21973,8.0,10.5,31,35,10,False
21974,8.0,10.5,31,35,12,False
21975,8.0,10.5,31,35,14,False
21976,8.0,10.5,31,35,16,False
21977,8.0,10.5,31,35,18,False
21978,8.0,10.5,31,35,20,False
21979,8.0,10.5,34,15,10,False
21980,8.0,10.5,34,15,12,False
21981,8.0,10.5,34,15,14,False
21982,8.0,10.5,34,15,16,False
21983,8.0,10.5,34,15,18,False
21984,8.0,10.5,34,15,20,False
21985,8.0,10.5,34,17,10,False
21986,8.0,10.5,34,17,12,False
21987,8.0,10.5,34,17,14,False
21988,8.0,10.5,34,17,16,False
21989,8.0,10.5,34,17,18,False
21990,8.0,10.5,34,17,20,False
21991,8.0,10.5,34,19,10,False
21992,8.0,10.5,34,19,12,False
21993,8.0,10.5,34,19,14,False
21994,8.0,10.5,34,19,16,False
21995,8.0,10.5,34,19,18,False
21996,8.0,10.5,34,19,20,False
21997,8.0,10.5,34,21,10,False
21998,8.0,10.5,34,21,12,False
21999,8.0,10.5,34,21,14,False
22000,8.0,10.5,34,21,16,False
22001,8.0,10.5,34,21,18,False
22002,8.0,10.5,34,21,20,False
22003,8.0,10.5,34,23,10,False
22004,8.0,10.5,34,23,12,False
22005,8.0,10.5,34,23,14,False
22006,8.0,10.5,34,23,16,False
22007,8.0,10.5,34,23,18,False
22008,8.0,10.5,34,23,20,False
22009,8.0,10.5,34,25,10,False
22010,8.0,10.5,34,25,12,False
22011,8.0,10.5,34,25,14,False
22012,8.0,10.5,34,25,16,False
22013,8.0,10.5,34,25,18,False
22014,8.0,10.5,34,25,20,False
22015,8.0,10.5,34,27,10,False
22016,8.0,10.5,34,27,12,False
22017,8.0,10.5,34,27,14,False
