ID,HBO1,HHB1,HBO2,HHB2,Thickness,complete
54906,14.0,11.5,43,33,20,False
54907,14.0,11.5,43,35,10,False
54908,14.0,11.5,43,35,12,False
54909,14.0,11.5,43,35,14,False
54910,14.0,11.5,43,35,16,False
54911,14.0,11.5,43,35,18,False
54912,14.0,11.5,43,35,20,False
54913,14.0,11.5,46,15,10,False
54914,14.0,11.5,46,15,12,False
54915,14.0,11.5,46,15,14,False
54916,14.0,11.5,46,15,16,False
54917,14.0,11.5,46,15,18,False
54918,14.0,11.5,46,15,20,False
54919,14.0,11.5,46,17,10,False
54920,14.0,11.5,46,17,12,False
54921,14.0,11.5,46,17,14,False
54922,14.0,11.5,46,17,16,False
54923,14.0,11.5,46,17,18,False
54924,14.0,11.5,46,17,20,False
54925,14.0,11.5,46,19,10,False
54926,14.0,11.5,46,19,12,False
54927,14.0,11.5,46,19,14,False
54928,14.0,11.5,46,19,16,False
54929,14.0,11.5,46,19,18,False
54930,14.0,11.5,46,19,20,False
54931,14.0,11.5,46,21,10,False
54932,14.0,11.5,46,21,12,False
54933,14.0,11.5,46,21,14,False
54934,14.0,11.5,46,21,16,False
54935,14.0,11.5,46,21,18,False
54936,14.0,11.5,46,21,20,False
54937,14.0,11.5,46,23,10,False
54938,14.0,11.5,46,23,12,False
54939,14.0,11.5,46,23,14,False
54940,14.0,11.5,46,23,16,False
54941,14.0,11.5,46,23,18,False
54942,14.0,11.5,46,23,20,False
54943,14.0,11.5,46,25,10,False
54944,14.0,11.5,46,25,12,False
54945,14.0,11.5,46,25,14,False
54946,14.0,11.5,46,25,16,False
54947,14.0,11.5,46,25,18,False
54948,14.0,11.5,46,25,20,False
54949,14.0,11.5,46,27,10,False
54950,14.0,11.5,46,27,12,False
54951,14.0,11.5,46,27,14,False
54952,14.0,11.5,46,27,16,False
54953,14.0,11.5,46,27,18,False
54954,14.0,11.5,46,27,20,False
54955,14.0,11.5,46,29,10,False
54956,14.0,11.5,46,29,12,False
54957,14.0,11.5,46,29,14,False
54958,14.0,11.5,46,29,16,False
54959,14.0,11.5,46,29,18,False
54960,14.0,11.5,46,29,20,False
54961,14.0,11.5,46,31,10,False
54962,14.0,11.5,46,31,12,False
54963,14.0,11.5,46,31,14,False
54964,14.0,11.5,46,31,16,False
54965,14.0,11.5,46,31,18,False
54966,14.0,11.5,46,31,20,False
54967,14.0,11.5,46,33,10,False
54968,14.0,11.5,46,33,12,False
54969,14.0,11.5,46,33,14,False
54970,14.0,11.5,46,33,16,False
54971,14.0,11.5,46,33,18,False
54972,14.0,11.5,46,33,20,False
54973,14.0,11.5,46,35,10,False
54974,14.0,11.5,46,35,12,False
54975,14.0,11.5,46,35,14,False
54976,14.0,11.5,46,35,16,False
54977,14.0,11.5,46,35,18,False
54978,14.0,11.5,46,35,20,False
54979,14.0,11.5,49,15,10,False
54980,14.0,11.5,49,15,12,False
54981,14.0,11.5,49,15,14,False
54982,14.0,11.5,49,15,16,False
54983,14.0,11.5,49,15,18,False
54984,14.0,11.5,49,15,20,False
54985,14.0,11.5,49,17,10,False
54986,14.0,11.5,49,17,12,False
54987,14.0,11.5,49,17,14,False
54988,14.0,11.5,49,17,16,False
54989,14.0,11.5,49,17,18,False
54990,14.0,11.5,49,17,20,False
54991,14.0,11.5,49,19,10,False
54992,14.0,11.5,49,19,12,False
54993,14.0,11.5,49,19,14,False
54994,14.0,11.5,49,19,16,False
54995,14.0,11.5,49,19,18,False
54996,14.0,11.5,49,19,20,False
54997,14.0,11.5,49,21,10,False
54998,14.0,11.5,49,21,12,False
54999,14.0,11.5,49,21,14,False
55000,14.0,11.5,49,21,16,False
55001,14.0,11.5,49,21,18,False
55002,14.0,11.5,49,21,20,False
55003,14.0,11.5,49,23,10,False
55004,14.0,11.5,49,23,12,False
55005,14.0,11.5,49,23,14,False
55006,14.0,11.5,49,23,16,False
55007,14.0,11.5,49,23,18,False
55008,14.0,11.5,49,23,20,False
55009,14.0,11.5,49,25,10,False
55010,14.0,11.5,49,25,12,False
55011,14.0,11.5,49,25,14,False
55012,14.0,11.5,49,25,16,False
55013,14.0,11.5,49,25,18,False
55014,14.0,11.5,49,25,20,False
55015,14.0,11.5,49,27,10,False
55016,14.0,11.5,49,27,12,False
55017,14.0,11.5,49,27,14,False
55018,14.0,11.5,49,27,16,False
55019,14.0,11.5,49,27,18,False
55020,14.0,11.5,49,27,20,False
55021,14.0,11.5,49,29,10,False
55022,14.0,11.5,49,29,12,False
55023,14.0,11.5,49,29,14,False
55024,14.0,11.5,49,29,16,False
55025,14.0,11.5,49,29,18,False
55026,14.0,11.5,49,29,20,False
55027,14.0,11.5,49,31,10,False
55028,14.0,11.5,49,31,12,False
55029,14.0,11.5,49,31,14,False
55030,14.0,11.5,49,31,16,False
55031,14.0,11.5,49,31,18,False
55032,14.0,11.5,49,31,20,False
