HBO1,HHB1,HBO2,HHB2,d1,a1,a2,b1,b2,ID
7.417418188960437,5.420229001599162,53.24399794184215,32.95949780894073,18.0,1.673921847715507,1.9550125552545983,1.2162423697624676,0.9495484324438879,1251
14.917418188960438,10.42022900159916,38.24399794184215,22.959497808940732,13.0,2.9239218477155067,3.4550125552545983,0.9662423697624676,0.4995484324438878,1252
16.79241818896044,6.670229001599162,26.99399794184215,30.459497808940732,17.0,2.6114218477155067,3.0800125552545983,1.2787423697624676,0.3870484324438878,1253
9.292418188960436,11.67022900159916,41.99399794184215,20.459497808940732,12.0,3.8614218477155067,1.5800125552545983,1.0287423697624676,0.8370484324438878,1254
5.542418188960437,4.170229001599162,34.49399794184215,15.459497808940732,14.0,1.9864218477155067,2.3300125552545983,0.9037423697624676,1.062048432443888,1255
13.042418188960438,9.17022900159916,49.49399794184215,25.459497808940732,19.0,3.2364218477155067,3.8300125552545983,1.1537423697624676,0.6120484324438877,1256
13.979918188960438,4.795229001599162,36.36899794184215,21.709497808940732,11.0,3.3926718477155067,2.8925125552545983,0.8724923697624676,0.3307984324438878,1257
6.479918188960437,9.79522900159916,51.36899794184215,31.709497808940732,16.0,2.1426718477155067,1.3925125552545983,1.1224923697624676,0.7807984324438877,1258
10.229918188960436,12.29522900159916,28.86899794184215,26.709497808940732,14.0,1.517671847715507,2.1425125552545983,1.2474923697624676,1.0057984324438878,1259
17.72991818896044,7.295229001599162,43.86899794184215,16.709497808940732,19.0,2.7676718477155067,3.6425125552545983,0.9974923697624676,0.5557984324438878,1260
15.854918188960438,3.5452290015991617,47.61899794184215,19.209497808940732,13.0,3.0801718477155067,3.2675125552545983,1.1849923697624676,1.1182984324438878,1261
8.354918188960436,8.54522900159916,32.61899794184215,29.209497808940732,18.0,1.830171847715507,1.7675125552545983,0.9349923697624676,0.6682984324438878,1262
19.60491818896044,6.045229001599162,40.11899794184215,24.209497808940732,10.0,2.4551718477155067,2.5175125552545983,1.0599923697624676,0.893298432443888,1263
12.104918188960436,11.04522900159916,25.11899794184215,34.20949780894073,15.0,3.7051718477155067,1.0175125552545987,0.8099923697624676,0.4432984324438878,1264
