HBO1,HHB1,HBO2,HHB2,d1,a1,a2,b1,b2
10.618101782710436,12.00714306409916,46.95981825434215,26.973169683940732,12.0,0.8899863008405067,0.6452090304204987,1.7992642186624028,1.4016725176148133
18.11810178271044,7.007143064099162,31.95981825434215,16.973169683940732,17.0,2.1399863008405067,1.8952090304204987,1.0492642186624026,0.651672517614813
6.868101782710437,4.507143064099162,39.45981825434215,31.973169683940732,19.0,1.5149863008405067,2.5202090304204985,0.6742642186624026,1.7766725176148133
14.368101782710438,9.50714306409916,54.45981825434215,21.973169683940732,14.0,2.7649863008405067,1.2702090304204987,1.4242642186624026,1.026672517614813
16.24310178271044,5.757143064099162,35.70981825434215,29.473169683940732,10.0,0.5774863008405069,0.9577090304204987,1.2367642186624026,1.5891725176148133
8.743101782710436,10.75714306409916,50.70981825434215,19.473169683940732,15.0,1.8274863008405067,2.2077090304204985,1.9867642186624028,0.839172517614813
19.99310178271044,3.2571430640991617,28.20981825434215,34.47316968394073,13.0,2.4524863008405067,2.8327090304204985,1.6117642186624026,1.9641725176148133
12.493101782710436,8.25714306409916,43.20981825434215,24.473169683940732,18.0,1.2024863008405067,1.5827090304204987,0.8617642186624026,1.214172517614813
13.430601782710438,5.132143064099162,26.33481825434215,20.723169683940732,17.0,1.3587363008405067,0.8014590304204987,1.7055142186624026,1.6829225176148133
5.930601782710437,10.13214306409916,41.33481825434215,30.723169683940732,12.0,2.6087363008405067,2.0514590304204985,0.9555142186624026,0.932922517614813
9.680601782710436,2.6321430640991617,33.83481825434215,25.723169683940732,15.0,1.9837363008405067,2.6764590304204985,1.3305142186624026,0.557922517614813
17.18060178271044,7.632143064099162,48.83481825434215,15.723169683940732,20.0,0.7337363008405069,1.4264590304204987,0.5805142186624026,1.307922517614813
15.305601782710438,3.8821430640991617,45.08481825434215,18.223169683940732,16.0,2.9212363008405067,1.1139590304204987,0.7680142186624026,1.4954225176148133
